,Date,Open,High,Low,Close,Adj Close,Volume
0,"Oct 18, 2024",97.01,97.54,96.05,97.36,97.36,"4,483,474"
1,"Oct 17, 2024",96.93,97.33,95.61,96.54,96.54,"9,535,800"
2,"Oct 16, 2024",93.73,96.79,93.63,96.75,96.75,"9,936,300"
3,"Oct 15, 2024",95.25,95.65,93.68,94.22,94.22,"6,535,800"
4,"Oct 14, 2024",94.18,95.19,93.80,94.97,94.97,"6,262,000"
5,"Oct 11, 2024",92.85,94.61,92.80,94.13,94.13,"8,089,100"
6,"Oct 10, 2024",93.72,93.88,92.69,92.99,92.99,"6,698,000"
7,"Oct 9, 2024",91.86,94.01,91.46,93.60,93.60,"8,654,500"
8,"Oct 8, 2024",92.52,93.74,91.69,92.51,92.51,"10,209,100"
9,"Oct 7, 2024",95.09,95.14,91.76,92.39,92.39,"11,043,600"
10,"Oct 4, 2024",94.30,95.34,93.89,95.15,95.15,"6,308,900"
11,"Oct 3, 2024",93.61,94.09,93.13,93.63,93.63,"6,180,300"
12,"Oct 2, 2024",93.59,94.58,93.59,94.15,94.15,"6,144,200"
13,"Oct 1, 2024",95.19,95.85,93.32,94.05,94.05,"10,099,200"
14,"Sep 30, 2024",96.85,97.57,95.44,96.19,96.19,"7,982,300"
15,"Sep 27, 2024",95.49,96.90,95.28,96.01,96.01,"10,155,400"
16,"Sep 26, 2024",94.46,95.79,94.18,95.20,95.20,"10,061,600"
17,"Sep 25, 2024",93.64,94.44,93.35,93.92,93.92,"8,408,200"
18,"Sep 24, 2024",93.34,93.79,92.46,93.69,93.69,"7,860,300"
19,"Sep 23, 2024",93.70,93.70,92.16,92.97,92.97,"7,338,700"
20,"Sep 20, 2024",93.20,94.01,92.82,93.75,93.75,"19,251,500"
21,"Sep 19, 2024",94.82,95.29,93.32,93.45,93.45,"10,912,400"
22,"Sep 18, 2024",93.52,94.07,92.69,93.58,93.58,"10,289,800"
23,"Sep 17, 2024",92.37,93.25,92.17,92.86,92.86,"8,193,100"
24,"Sep 16, 2024",91.10,92.37,90.95,91.85,91.85,"9,028,600"
25,"Sep 13, 2024",89.45,90.72,89.39,90.55,90.55,"7,084,200"
26,"Sep 12, 2024",88.22,89.33,88.18,89.30,89.30,"7,181,700"
27,"Sep 11, 2024",88.05,88.43,86.59,88.32,88.32,"10,779,000"
28,"Sep 10, 2024",88.33,88.89,87.98,88.40,88.40,"6,858,300"
29,"Sep 9, 2024",88.22,88.89,87.81,88.34,88.34,"8,750,200"
30,"Sep 6, 2024",88.45,89.09,87.72,87.94,87.94,"7,791,500"
31,"Sep 5, 2024",89.67,89.67,88.34,88.65,88.65,"6,234,100"
32,"Sep 4, 2024",88.95,90.02,88.82,89.25,89.25,"6,317,200"
33,"Sep 3, 2024",89.61,90.49,88.54,89.13,89.13,"8,465,500"
34,"Aug 30, 2024",89.98,90.45,89.40,90.38,90.38,"8,403,600"
35,"Aug 29, 2024",90.45,90.70,89.63,89.81,89.81,"6,181,800"
36,"Aug 28, 2024",90.33,90.62,88.76,89.49,89.49,"8,569,700"
37,"Aug 27, 2024",91.43,91.72,90.75,90.90,90.90,"7,237,400"
38,"Aug 26, 2024",90.92,91.80,90.92,91.78,91.78,"8,043,800"
39,"Aug 23, 2024",90.15,90.75,89.68,90.56,90.56,"7,369,200"
40,"Aug 22, 2024",90.99,91.38,89.70,89.92,89.92,"7,613,000"
41,"Aug 21, 2024",90.22,90.78,89.43,90.72,90.72,"7,637,600"
42,"Aug 20, 2024",90.39,90.67,89.31,89.74,89.74,"8,863,400"
43,"Aug 19, 2024",89.41,90.95,89.41,90.82,90.82,"9,723,600"
44,"Aug 16, 2024",88.96,89.67,88.34,89.30,89.30,"10,277,700"
45,"Aug 15, 2024",87.25,88.93,87.21,88.79,88.79,"12,401,000"
46,"Aug 14, 2024",86.01,86.54,85.56,86.30,86.30,"9,475,100"
47,"Aug 13, 2024",86.46,86.46,85.31,85.60,85.60,"14,615,200"
48,"Aug 12, 2024",85.86,86.38,85.48,85.95,85.95,"11,754,600"
49,"Aug 9, 2024",86.13,86.25,84.71,86.21,86.21,"16,008,400"
50,"Aug 8, 2024",85.15,86.33,83.91,85.96,85.96,"21,890,500"
51,"Aug 7, 2024",88.00,89.24,85.75,85.96,85.96,"30,581,900"
52,"Aug 6, 2024",88.23,91.91,87.96,89.97,89.97,"21,717,500"
53,"Aug 5, 2024",86.89,89.56,86.42,87.78,87.78,"19,103,200"
54,"Aug 2, 2024",92.16,92.20,89.00,89.57,89.57,"15,433,600"
55,"Aug 1, 2024",93.86,93.95,92.60,93.05,93.05,"9,263,600"
56,"Jul 31, 2024",93.79,94.84,93.64,93.69,93.69,"10,241,800"
57,"Jul 30, 2024",91.67,94.04,91.67,93.79,93.79,"9,896,100"
58,"Jul 29, 2024",90.39,92.55,90.19,92.14,92.14,"13,024,800"
59,"Jul 26, 2024",90.00,90.55,89.34,89.93,89.93,"11,301,900"
60,"Jul 25, 2024",90.08,90.50,89.21,89.21,89.21,"10,765,300"
61,"Jul 24, 2024",90.22,90.75,89.58,89.80,89.80,"11,768,500"
62,"Jul 23, 2024",90.70,91.69,89.83,90.94,90.94,"22,534,700"
63,"Jul 22, 2024",95.11,95.16,93.49,94.13,94.13,"13,377,000"
64,"Jul 19, 2024",96.82,96.82,95.44,95.74,95.74,"9,301,000"
65,"Jul 18, 2024",97.36,98.06,96.68,96.79,96.79,"7,529,400"
66,"Jul 17, 2024",98.30,98.61,96.53,97.31,97.31,"9,456,100"
67,"Jul 16, 2024",97.02,98.72,96.54,98.47,98.47,"10,755,500"
68,"Jul 15, 2024",97.33,97.49,96.60,96.87,96.87,"7,417,700"
69,"Jul 12, 2024",97.10,97.83,96.98,97.13,97.13,"6,465,700"
70,"Jul 11, 2024",97.01,97.58,96.30,96.60,96.60,"7,422,600"
71,"Jul 10, 2024",96.95,97.28,96.25,96.97,96.97,"7,761,100"
72,"Jul 9, 2024",97.47,97.53,96.15,97.05,97.05,"9,044,400"
73,"Jul 8, 2024",0.45Dividend,,,,,
74,"Jul 8, 2024",97.69,98.29,96.89,97.37,97.37,"8,167,600"
75,"Jul 5, 2024",98.31,98.31,97.58,97.99,97.54,"8,550,800"
76,"Jul 3, 2024",97.84,99.08,97.83,98.61,98.16,"5,030,000"
77,"Jul 2, 2024",97.94,97.99,96.95,97.99,97.54,"13,340,300"
78,"Jul 1, 2024",99.40,99.74,97.88,98.04,97.59,"15,299,000"
79,"Jun 28, 2024",102.02,102.58,98.38,99.29,98.83,"21,439,400"
80,"Jun 27, 2024",102.04,102.28,101.81,102.17,101.70,"8,365,200"
81,"Jun 26, 2024",101.90,102.37,101.43,102.18,101.71,"10,122,300"
82,"Jun 25, 2024",102.66,103.68,101.77,102.20,101.73,"10,343,700"
83,"Jun 24, 2024",102.25,103.08,101.91,101.98,101.51,"7,393,600"
84,"Jun 21, 2024",101.80,102.54,101.59,102.27,101.80,"14,144,900"
85,"Jun 20, 2024",100.57,101.94,100.38,101.84,101.37,"7,886,900"
86,"Jun 18, 2024",101.12,101.76,100.61,101.50,101.03,"7,044,700"
87,"Jun 17, 2024",100.98,101.92,100.62,101.52,101.05,"10,389,000"
88,"Jun 14, 2024",99.81,100.38,99.25,99.97,99.51,"7,087,600"
89,"Jun 13, 2024",100.61,101.07,99.61,100.09,99.63,"10,164,600"
90,"Jun 12, 2024",101.20,101.69,100.25,100.80,100.34,"9,041,800"
91,"Jun 11, 2024",102.64,102.88,100.74,100.87,100.41,"9,134,200"
92,"Jun 10, 2024",101.25,102.85,100.64,102.74,102.27,"7,633,100"
93,"Jun 7, 2024",100.86,102.27,100.55,101.54,101.07,"6,047,800"
94,"Jun 6, 2024",101.05,101.93,100.81,101.21,100.75,"10,294,700"
95,"Jun 5, 2024",103.00,103.08,101.03,101.50,101.03,"10,796,900"
96,"Jun 4, 2024",102.11,103.49,101.63,103.33,102.86,"7,269,100"
97,"Jun 3, 2024",104.17,104.22,102.48,102.77,102.30,"6,908,600"
98,"May 31, 2024",101.52,104.08,101.41,103.91,103.43,"14,735,800"
99,"May 30, 2024",101.14,102.07,100.97,101.70,101.23,"7,303,700"
100,"May 29, 2024",101.76,102.08,100.77,100.88,100.42,"7,376,300"
101,"May 28, 2024",101.36,102.86,100.95,102.44,101.97,"7,813,100"
102,"May 24, 2024",100.85,102.09,100.69,101.76,101.29,"6,447,600"
103,"May 23, 2024",102.98,103.01,100.27,100.66,100.20,"10,504,000"
104,"May 22, 2024",102.98,103.83,102.75,103.02,102.55,"7,190,300"
105,"May 21, 2024",102.99,103.70,102.72,103.01,102.54,"7,333,300"
106,"May 20, 2024",103.33,103.67,102.52,102.90,102.43,"7,667,400"
107,"May 17, 2024",103.63,103.82,103.04,103.25,102.78,"7,356,000"
108,"May 16, 2024",103.04,104.03,102.84,103.37,102.90,"9,476,700"
109,"May 15, 2024",105.62,105.88,101.39,102.77,102.30,"20,745,600"
110,"May 14, 2024",105.30,105.99,104.95,105.35,104.87,"11,278,400"
111,"May 13, 2024",105.59,106.64,105.59,105.83,105.34,"9,666,400"
112,"May 10, 2024",106.92,107.02,105.42,105.79,105.30,"15,884,600"
113,"May 9, 2024",104.62,106.13,104.39,105.80,105.31,"15,096,000"
114,"May 8, 2024",104.90,106.48,104.44,105.44,104.96,"15,238,100"
115,"May 7, 2024",107.25,107.88,104.21,105.39,104.91,"55,084,600"
116,"May 6, 2024",114.80,116.94,114.15,116.47,115.94,"16,303,200"
117,"May 3, 2024",113.54,114.11,112.80,113.66,113.14,"7,411,100"
118,"May 2, 2024",111.43,112.87,110.56,112.62,112.10,"6,799,800"
119,"May 1, 2024",111.29,111.99,110.21,110.48,109.97,"6,338,400"
120,"Apr 30, 2024",112.00,112.04,110.80,111.10,110.59,"8,156,600"
121,"Apr 29, 2024",113.04,113.88,110.34,112.08,111.57,"7,151,200"
122,"Apr 26, 2024",111.85,113.02,111.32,112.73,112.21,"6,304,800"
123,"Apr 25, 2024",111.22,112.89,110.39,112.77,112.25,"8,045,900"
124,"Apr 24, 2024",113.14,114.18,113.14,113.92,113.40,"6,157,200"
125,"Apr 23, 2024",112.83,114.24,112.80,113.71,113.19,"6,839,300"
126,"Apr 22, 2024",113.10,113.64,111.75,111.99,111.48,"6,901,700"
127,"Apr 19, 2024",111.72,112.72,111.08,112.61,112.09,"9,407,800"
128,"Apr 18, 2024",113.18,114.25,112.19,112.43,111.91,"8,235,600"
129,"Apr 17, 2024",114.00,114.21,112.89,112.94,112.42,"7,379,000"
130,"Apr 16, 2024",112.82,114.50,112.52,113.88,113.36,"9,291,400"
131,"Apr 15, 2024",114.88,115.55,112.77,112.95,112.43,"9,637,100"
132,"Apr 12, 2024",116.39,116.70,113.73,114.01,113.49,"12,146,000"
133,"Apr 11, 2024",117.59,118.28,116.37,117.15,116.61,"6,559,400"
134,"Apr 10, 2024",116.60,117.56,116.37,117.19,116.65,"6,746,300"
135,"Apr 9, 2024",117.38,118.51,116.89,117.97,117.43,"7,455,400"
136,"Apr 8, 2024",118.02,118.52,116.82,117.35,116.81,"6,266,000"
137,"Apr 5, 2024",116.60,118.86,116.30,118.38,117.84,"9,651,500"
138,"Apr 4, 2024",119.22,120.19,116.96,117.09,116.55,"13,815,400"
139,"Apr 3, 2024",122.27,123.69,118.38,118.98,118.43,"22,480,400"
140,"Apr 2, 2024",120.22,123.53,120.16,122.82,122.26,"15,517,100"
141,"Apr 1, 2024",122.06,122.40,120.78,121.53,120.97,"8,419,700"
142,"Mar 28, 2024",121.25,123.74,121.20,122.36,121.80,"15,367,400"
143,"Mar 27, 2024",120.96,122.03,120.02,120.98,120.42,"10,782,800"
144,"Mar 26, 2024",119.63,120.40,118.19,119.93,119.38,"11,870,000"
145,"Mar 25, 2024",116.97,119.41,116.87,119.36,118.81,"12,103,600"
146,"Mar 22, 2024",116.92,117.66,115.84,115.87,115.34,"7,133,800"
147,"Mar 21, 2024",116.99,117.36,115.86,116.70,116.16,"10,353,500"
148,"Mar 20, 2024",114.61,116.51,114.36,116.46,115.93,"11,699,600"
149,"Mar 19, 2024",113.41,115.17,113.24,114.51,113.98,"10,999,700"
150,"Mar 18, 2024",112.29,114.43,112.29,113.85,113.33,"11,820,800"
151,"Mar 15, 2024",111.60,112.96,111.40,111.95,111.44,"15,362,600"
152,"Mar 14, 2024",111.74,112.35,109.51,112.06,111.55,"10,520,500"
153,"Mar 13, 2024",112.74,114.13,112.44,112.50,111.98,"7,267,900"
154,"Mar 12, 2024",112.52,112.95,111.64,112.46,111.94,"8,085,000"
155,"Mar 11, 2024",110.09,112.91,110.03,112.31,111.79,"8,794,300"
156,"Mar 8, 2024",110.18,111.31,109.34,110.32,109.81,"10,004,800"
157,"Mar 7, 2024",110.70,111.08,109.20,110.18,109.67,"8,609,300"
158,"Mar 6, 2024",113.08,113.30,109.25,110.06,109.55,"14,743,900"
159,"Mar 5, 2024",113.61,115.19,112.27,112.87,112.35,"14,929,600"
160,"Mar 4, 2024",112.67,114.13,111.80,113.69,113.17,"11,558,900"
161,"Mar 1, 2024",111.44,112.15,111.03,111.95,111.44,"7,240,100"
162,"Feb 29, 2024",111.14,112.75,110.97,111.58,111.07,"11,658,300"
163,"Feb 28, 2024",108.78,111.04,108.66,110.80,110.29,"10,773,000"
164,"Feb 27, 2024",107.78,109.58,107.78,109.42,108.92,"7,595,000"
165,"Feb 26, 2024",107.52,108.76,107.38,107.68,107.19,"8,694,200"
166,"Feb 23, 2024",107.57,108.00,105.83,107.74,107.25,"11,724,000"
167,"Feb 22, 2024",107.99,108.49,107.41,107.64,107.15,"9,266,200"
168,"Feb 21, 2024",108.48,109.22,107.24,107.67,107.18,"10,454,400"
169,"Feb 20, 2024",110.85,111.13,109.35,109.44,108.94,"9,770,900"
170,"Feb 16, 2024",112.02,112.56,111.16,111.60,111.09,"8,779,400"
171,"Feb 15, 2024",111.08,112.92,111.08,112.45,111.93,"9,961,900"
172,"Feb 14, 2024",110.58,111.68,109.67,111.56,111.05,"11,405,500"
173,"Feb 13, 2024",108.28,110.65,108.21,110.46,109.95,"14,594,500"
174,"Feb 12, 2024",107.88,111.06,107.83,109.29,108.79,"13,424,000"
175,"Feb 9, 2024",109.60,110.15,107.69,108.39,107.89,"21,509,100"
176,"Feb 8, 2024",107.08,112.77,106.80,110.54,110.03,"60,558,400"
177,"Feb 7, 2024",97.39,99.28,96.64,99.14,98.68,"28,886,300"
178,"Feb 6, 2024",96.92,99.32,96.79,99.29,98.83,"16,455,500"
179,"Feb 5, 2024",96.70,97.37,96.49,96.65,96.21,"11,679,300"
180,"Feb 2, 2024",96.28,97.41,95.82,97.13,96.68,"9,319,100"
181,"Feb 1, 2024",96.37,97.93,95.90,97.06,96.61,"8,484,800"
182,"Jan 31, 2024",96.42,97.57,95.81,96.05,95.61,"9,592,300"
183,"Jan 30, 2024",96.52,97.54,96.01,96.94,96.49,"9,139,600"
184,"Jan 29, 2024",95.42,97.50,95.00,97.49,97.04,"13,422,200"
185,"Jan 26, 2024",95.00,95.53,94.70,95.36,94.92,"7,812,800"
186,"Jan 25, 2024",93.92,94.94,93.75,94.86,94.42,"8,661,600"
187,"Jan 24, 2024",94.42,95.25,93.26,93.50,93.07,"10,454,900"
188,"Jan 23, 2024",95.43,95.89,93.18,93.77,93.34,"11,559,400"
189,"Jan 22, 2024",92.87,95.23,92.87,95.08,94.64,"15,119,400"
190,"Jan 19, 2024",92.32,93.58,91.63,93.06,92.63,"19,782,400"
191,"Jan 18, 2024",90.66,92.51,90.41,92.21,91.79,"12,203,200"
192,"Jan 17, 2024",92.58,93.76,90.10,90.34,89.93,"15,735,200"
193,"Jan 16, 2024",90.29,93.09,89.46,93.05,92.62,"16,780,900"
194,"Jan 12, 2024",89.65,90.83,89.65,90.35,89.94,"11,912,800"
195,"Jan 11, 2024",89.39,89.78,88.69,89.45,89.04,"9,642,200"
196,"Jan 10, 2024",89.82,89.82,88.88,89.29,88.88,"15,091,600"
197,"Jan 9, 2024",91.05,91.10,89.60,89.67,89.26,"11,255,100"
198,"Jan 8, 2024",91.55,91.94,91.00,91.55,91.13,"11,103,700"
199,"Jan 5, 2024",90.41,91.32,90.36,90.90,90.48,"9,084,400"
200,"Jan 4, 2024",91.94,91.94,90.00,90.56,90.14,"12,087,400"
201,"Jan 3, 2024",90.23,92.08,90.00,91.65,91.23,"11,929,800"
202,"Jan 2, 2024",90.10,91.48,89.73,90.71,90.29,"10,587,600"
203,"Dec 29, 2023",90.12,90.60,89.86,90.29,89.88,"9,201,300"
204,"Dec 28, 2023",90.09,90.98,89.97,90.40,89.98,"8,479,600"
205,"Dec 27, 2023",90.91,90.94,90.04,90.38,89.96,"11,123,500"
206,"Dec 26, 2023",90.84,91.27,90.60,90.95,90.53,"8,086,900"
207,"Dec 22, 2023",91.62,92.24,90.75,91.02,90.60,"9,411,500"
208,"Dec 21, 2023",91.93,92.08,91.06,92.02,91.60,"13,037,200"
209,"Dec 20, 2023",93.24,94.27,91.25,91.27,90.85,"13,060,600"
210,"Dec 19, 2023",92.64,93.99,92.61,93.93,93.50,"8,804,000"
211,"Dec 18, 2023",92.70,93.71,92.70,92.86,92.43,"9,083,600"
212,"Dec 15, 2023",93.05,93.95,92.93,93.46,93.03,"17,545,700"
213,"Dec 14, 2023",93.21,94.83,93.21,93.94,93.51,"12,439,300"
214,"Dec 13, 2023",91.17,92.87,90.78,92.83,92.40,"10,173,200"
215,"Dec 12, 2023",92.12,92.20,90.86,91.07,90.65,"13,218,400"
216,"Dec 11, 2023",92.73,93.08,91.97,92.20,91.78,"10,811,000"
217,"Dec 8, 2023",0.30Dividend,,,,,
218,"Dec 8, 2023",92.06,93.54,92.06,92.82,92.39,"9,495,200"
219,"Dec 7, 2023",91.80,93.39,91.65,92.35,91.63,"10,264,700"
220,"Dec 6, 2023",91.11,92.55,90.62,91.50,90.78,"10,462,000"
221,"Dec 5, 2023",91.61,91.78,89.93,90.79,90.08,"12,357,000"
222,"Dec 4, 2023",91.90,92.41,91.61,92.01,91.29,"12,602,800"
223,"Dec 1, 2023",92.74,92.84,91.77,92.58,91.86,"11,892,100"
224,"Nov 30, 2023",93.55,93.86,92.20,92.69,91.96,"13,396,700"
225,"Nov 29, 2023",92.60,93.24,91.44,92.50,91.78,"13,857,000"
226,"Nov 28, 2023",95.00,95.14,92.45,92.50,91.78,"18,660,300"
227,"Nov 27, 2023",95.74,95.74,94.52,95.17,94.43,"11,049,500"
228,"Nov 24, 2023",94.90,96.51,94.90,96.06,95.31,"5,440,500"
229,"Nov 22, 2023",94.91,95.71,94.76,95.07,94.33,"7,328,200"
230,"Nov 21, 2023",94.73,94.96,93.96,94.45,93.71,"7,654,800"
231,"Nov 20, 2023",93.98,95.59,93.87,95.03,94.29,"14,105,300"
232,"Nov 17, 2023",94.75,95.38,93.92,94.15,93.41,"12,189,300"
233,"Nov 16, 2023",93.89,94.61,93.63,94.51,93.77,"12,923,900"
234,"Nov 15, 2023",92.99,94.57,92.74,93.93,93.19,"20,593,100"
235,"Nov 14, 2023",90.03,91.54,89.99,91.07,90.36,"13,152,000"
236,"Nov 13, 2023",88.42,89.90,87.41,89.44,88.74,"12,834,400"
237,"Nov 10, 2023",90.13,90.16,86.94,88.27,87.58,"25,175,700"
238,"Nov 9, 2023",87.84,91.21,87.60,90.34,89.63,"51,062,700"
239,"Nov 8, 2023",84.14,84.92,83.95,84.50,83.84,"26,942,600"
240,"Nov 7, 2023",84.16,84.68,83.95,84.59,83.93,"10,540,200"
241,"Nov 6, 2023",85.08,85.80,83.59,84.02,83.36,"14,160,900"
242,"Nov 3, 2023",84.17,85.93,84.16,85.07,84.40,"11,322,700"
243,"Nov 2, 2023",81.85,83.30,81.82,83.29,82.64,"11,518,500"
244,"Nov 1, 2023",81.53,81.58,80.18,81.07,80.44,"9,093,000"
245,"Oct 31, 2023",80.69,81.67,80.33,81.59,80.95,"8,672,200"
246,"Oct 30, 2023",79.72,80.93,79.53,80.68,80.05,"10,291,200"
247,"Oct 27, 2023",79.75,81.03,79.23,79.33,78.71,"10,300,600"
248,"Oct 26, 2023",80.08,80.61,79.42,79.78,79.16,"11,651,000"
249,"Oct 25, 2023",82.13,82.55,80.52,80.59,79.96,"9,372,500"
250,"Oct 24, 2023",83.41,84.20,81.74,82.56,81.91,"11,499,500"
251,"Oct 23, 2023",82.08,84.03,80.91,83.10,82.45,"10,772,500"
252,"Oct 20, 2023",82.90,83.44,82.61,82.65,82.00,"10,425,200"
253,"Oct 19, 2023",85.26,85.27,83.17,83.25,82.60,"14,316,800"
254,"Oct 18, 2023",85.69,86.26,84.60,84.68,84.02,"10,047,000"
255,"Oct 17, 2023",85.35,86.29,85.31,86.20,85.53,"9,985,700"
256,"Oct 16, 2023",84.31,85.93,84.31,85.71,85.04,"10,275,100"
257,"Oct 13, 2023",83.94,84.58,83.38,84.35,83.69,"10,808,000"
258,"Oct 12, 2023",84.83,85.07,83.51,84.35,83.69,"9,554,900"
259,"Oct 11, 2023",85.37,85.72,84.26,84.85,84.19,"9,499,200"
260,"Oct 10, 2023",84.79,85.29,83.93,84.99,84.32,"9,450,600"
261,"Oct 9, 2023",84.30,84.88,83.13,84.70,84.04,"13,604,400"
262,"Oct 6, 2023",81.05,83.53,80.49,82.94,82.29,"15,375,100"
263,"Oct 5, 2023",79.10,80.94,78.88,80.81,80.18,"15,466,600"
264,"Oct 4, 2023",79.61,79.79,78.73,79.32,78.70,"12,010,500"
265,"Oct 3, 2023",81.25,81.89,79.46,79.54,78.92,"12,586,200"
266,"Oct 2, 2023",80.92,81.77,80.79,81.67,81.03,"9,128,100"
267,"Sep 29, 2023",80.66,81.33,80.41,81.05,80.42,"11,257,600"
268,"Sep 28, 2023",80.28,80.92,79.65,80.13,79.50,"12,229,800"
269,"Sep 27, 2023",80.12,80.56,79.22,79.90,79.27,"14,662,500"
270,"Sep 26, 2023",80.50,80.74,79.79,80.05,79.42,"14,867,900"
271,"Sep 25, 2023",81.56,81.77,80.56,81.01,80.38,"11,034,400"
272,"Sep 22, 2023",82.91,83.35,81.20,81.25,80.61,"11,495,300"
273,"Sep 21, 2023",82.06,83.67,81.92,82.73,82.08,"14,364,200"
274,"Sep 20, 2023",82.03,83.20,81.64,82.56,81.91,"12,715,200"
275,"Sep 19, 2023",83.92,84.79,81.71,81.94,81.30,"21,478,900"
276,"Sep 18, 2023",85.24,85.92,84.98,85.02,84.35,"11,894,200"
277,"Sep 15, 2023",85.22,86.19,84.61,85.58,84.91,"21,598,500"
278,"Sep 14, 2023",84.00,84.74,83.04,84.48,83.82,"22,371,900"
279,"Sep 13, 2023",83.35,84.05,83.12,83.48,82.83,"9,772,700"
280,"Sep 12, 2023",83.03,84.67,82.57,83.68,83.03,"16,594,600"
281,"Sep 11, 2023",81.94,83.85,81.17,82.52,81.87,"26,579,100"
282,"Sep 8, 2023",80.54,81.67,80.17,81.58,80.94,"16,220,900"
283,"Sep 7, 2023",80.82,80.85,79.75,80.57,79.94,"14,768,000"
284,"Sep 6, 2023",80.79,82.09,80.53,80.98,80.35,"15,518,500"
285,"Sep 5, 2023",81.42,82.39,81.18,81.19,80.55,"12,741,700"
286,"Sep 1, 2023",82.11,82.23,80.53,81.64,81.00,"27,667,400"
287,"Aug 31, 2023",84.46,84.61,83.64,83.68,83.03,"10,448,000"
288,"Aug 30, 2023",84.40,84.68,83.83,84.28,83.62,"11,816,600"
289,"Aug 29, 2023",83.79,84.55,83.73,84.40,83.74,"11,210,700"
290,"Aug 28, 2023",83.83,84.69,83.53,84.16,83.50,"12,166,400"
291,"Aug 25, 2023",83.07,83.65,82.46,83.36,82.71,"16,050,900"
292,"Aug 24, 2023",85.51,85.95,82.46,82.47,81.82,"27,531,000"
293,"Aug 23, 2023",85.81,86.33,85.64,85.83,85.16,"7,576,000"
294,"Aug 22, 2023",85.71,86.09,85.37,85.79,85.12,"9,845,900"
295,"Aug 21, 2023",85.81,86.25,85.41,85.88,85.21,"11,215,000"
296,"Aug 18, 2023",85.37,86.72,85.37,85.96,85.29,"12,353,900"
297,"Aug 17, 2023",86.92,86.96,85.80,85.92,85.25,"14,206,000"
298,"Aug 16, 2023",86.54,87.06,86.08,86.35,85.67,"12,182,700"
299,"Aug 15, 2023",87.99,88.23,86.89,87.06,86.38,"13,677,900"
300,"Aug 14, 2023",88.99,89.30,87.99,88.81,88.11,"13,676,400"
301,"Aug 11, 2023",91.32,91.35,88.86,89.02,88.32,"21,925,700"
302,"Aug 10, 2023",89.97,92.53,87.75,91.76,91.04,"56,716,800"
303,"Aug 9, 2023",89.20,89.56,87.04,87.49,86.81,"32,517,900"
304,"Aug 8, 2023",86.50,88.33,86.10,88.13,87.44,"16,767,900"
305,"Aug 7, 2023",86.66,87.23,85.99,86.83,86.15,"10,818,400"
306,"Aug 4, 2023",85.94,87.11,85.45,86.30,85.62,"11,516,900"
307,"Aug 3, 2023",85.82,86.46,85.45,85.49,84.82,"14,145,400"
308,"Aug 2, 2023",88.26,88.33,86.26,86.30,85.62,"15,162,700"
309,"Aug 1, 2023",89.12,89.73,88.46,89.03,88.33,"13,717,500"
310,"Jul 31, 2023",87.00,89.36,86.88,88.89,88.19,"20,837,800"
311,"Jul 28, 2023",85.86,86.58,85.45,86.13,85.46,"13,638,300"
312,"Jul 27, 2023",86.60,86.88,85.19,85.36,84.69,"16,691,400"
313,"Jul 26, 2023",85.67,86.27,85.45,85.86,85.19,"14,983,700"
314,"Jul 25, 2023",85.73,86.31,85.16,85.63,84.96,"15,335,400"
315,"Jul 24, 2023",87.49,87.96,86.55,86.60,85.92,"13,911,900"
316,"Jul 21, 2023",86.30,87.90,85.88,87.18,86.50,"19,864,200"
317,"Jul 20, 2023",86.84,87.18,86.03,86.21,85.54,"15,277,500"
318,"Jul 19, 2023",86.20,87.89,86.19,87.04,86.36,"17,177,000"
319,"Jul 18, 2023",85.51,87.30,85.31,85.95,85.28,"21,915,500"
320,"Jul 17, 2023",88.42,88.49,85.30,85.56,84.89,"34,503,400"
321,"Jul 14, 2023",90.41,90.49,88.42,88.62,87.93,"17,734,200"
322,"Jul 13, 2023",90.55,90.81,89.08,90.47,89.76,"15,325,500"
323,"Jul 12, 2023",90.11,90.71,89.57,90.15,89.44,"14,912,100"
324,"Jul 11, 2023",88.20,89.59,88.15,89.49,88.79,"13,735,500"
325,"Jul 10, 2023",88.25,88.68,87.86,88.10,87.41,"13,642,600"
326,"Jul 7, 2023",88.31,89.73,88.08,88.64,87.95,"9,690,800"
